date,query,page,clicks,impressions,ctr,position
2025-10-06,technical seo guide,/services/technical-seo,4,122,0.0328,13.23
2025-10-06,keyword clustering,/blog/keyword-clustering,1,88,0.0114,20.31
2025-10-06,seo keyword grouping,/blog/keyword-clustering,4,36,0.1111,2.99
2025-10-06,cluster keywords,/blog/keyword-clustering,1,22,0.0455,11.43
2025-10-06,internal linking strategy,/blog/internal-linking-strategy,8,133,0.0602,4.59
2025-10-06,how to internal link,/blog/internal-linking-strategy,8,181,0.0442,7.82
2025-10-06,seo internal links,/blog/internal-linking-strategy,3,94,0.0319,13.1
2025-10-07,seo audit checklist,/blog/seo-audit-checklist,28,152,0.1842,1.76
2025-10-07,how to do seo audit,/blog/seo-audit-checklist,2,50,0.04,9.11
2025-10-07,website seo audit,/blog/seo-audit-checklist,1,33,0.0303,11.55
2025-10-07,technical seo guide,/blog/technical-seo-guide,1,43,0.0233,11.92
2025-10-07,technical seo checklist,/blog/technical-seo-guide,2,73,0.0274,10.28
2025-10-07,improve crawlability,/blog/technical-seo-guide,1,57,0.0175,14.28
2025-10-07,seo audit checklist,/blog/technical-seo-guide,3,91,0.033,9.94
2025-10-07,ecommerce seo tips,/blog/ecommerce-seo-tips,1,128,0.0078,14.32
2025-10-07,seo for online store,/blog/ecommerce-seo-tips,7,183,0.0383,5.07
2025-10-07,product page seo,/blog/ecommerce-seo-tips,7,153,0.0458,8.29
2025-10-07,local seo milan,/blog/local-seo-milan,5,144,0.0347,11.79
2025-10-07,seo specialist milan,/blog/local-seo-milan,3,139,0.0216,16.31
2025-10-07,google maps seo,/blog/local-seo-milan,2,35,0.0571,10.61
2025-10-07,seo consultant,/services/seo-consulting,1,37,0.027,10.17
2025-10-07,seo consulting services,/services/seo-consulting,7,92,0.0761,3.88
2025-10-07,freelance seo specialist,/services/seo-consulting,2,43,0.0465,8.37
2025-10-07,technical seo services,/services/technical-seo,10,131,0.0763,4.27
2025-10-07,site speed seo,/services/technical-seo,11,183,0.0601,5.64
2025-10-07,core web vitals seo,/services/technical-seo,7,53,0.1321,2.48
2025-10-07,technical seo guide,/services/technical-seo,8,208,0.0385,7.38
2025-10-07,keyword clustering,/blog/keyword-clustering,3,80,0.0375,8.38
2025-10-07,seo keyword grouping,/blog/keyword-clustering,6,183,0.0328,10.24
2025-10-07,cluster keywords,/blog/keyword-clustering,1,92,0.0109,16.28
2025-10-07,internal linking strategy,/blog/internal-linking-strategy,3,41,0.0732,5.09
2025-10-07,how to internal link,/blog/internal-linking-strategy,1,60,0.0167,15.46
2025-10-07,seo internal links,/blog/internal-linking-strategy,4,126,0.0317,10.48
2025-10-08,seo audit checklist,/blog/seo-audit-checklist,4,240,0.0167,19.31
2025-10-08,how to do seo audit,/blog/seo-audit-checklist,5,135,0.037,11.64
2025-10-08,website seo audit,/blog/seo-audit-checklist,4,169,0.0237,12.33
2025-10-08,technical seo guide,/blog/technical-seo-guide,2,111,0.018,12.26
2025-10-08,technical seo checklist,/blog/technical-seo-guide,21,200,0.105,2.71
2025-10-08,improve crawlability,/blog/technical-seo-guide,2,53,0.0377,9.17
2025-10-08,seo audit checklist,/blog/technical-seo-guide,2,137,0.0146,15.42
2025-10-08,ecommerce seo tips,/blog/ecommerce-seo-tips,2,97,0.0206,12.39
2025-10-08,seo for online store,/blog/ecommerce-seo-tips,4,109,0.0367,11.74
2025-10-08,product page seo,/blog/ecommerce-seo-tips,6,126,0.0476,9.64
2025-10-08,local seo milan,/blog/local-seo-milan,2,40,0.05,11.03
2025-10-08,seo specialist milan,/blog/local-seo-milan,3,72,0.0417,11.89
2025-10-08,google maps seo,/blog/local-seo-milan,3,111,0.027,13.32
2025-10-08,seo consultant,/services/seo-consulting,5,167,0.0299,9.12
2025-10-08,seo consulting services,/services/seo-consulting,3,58,0.0517,6.39
2025-10-08,freelance seo specialist,/services/seo-consulting,2,69,0.029,14.14
2025-10-08,technical seo services,/services/technical-seo,1,37,0.027,11.62
2025-10-08,site speed seo,/services/technical-seo,1,64,0.0156,13.54
2025-10-08,core web vitals seo,/services/technical-seo,27,170,0.1588,1.84
2025-10-08,technical seo guide,/services/technical-seo,1,23,0.0435,15.26
2025-10-08,keyword clustering,/blog/keyword-clustering,2,57,0.0351,4.99
2025-10-08,seo keyword grouping,/blog/keyword-clustering,7,119,0.0588,8.83
2025-10-08,cluster keywords,/blog/keyword-clustering,4,92,0.0435,8.76
2025-10-08,internal linking strategy,/blog/internal-linking-strategy,10,148,0.0676,4.76
2025-10-08,how to internal link,/blog/internal-linking-strategy,7,174,0.0402,10.66
2025-10-08,seo internal links,/blog/internal-linking-strategy,4,125,0.032,12.38
2025-10-09,seo audit checklist,/blog/seo-audit-checklist,7,193,0.0363,14.59
2025-10-09,how to do seo audit,/blog/seo-audit-checklist,2,63,0.0317,7.12
2025-10-09,website seo audit,/blog/seo-audit-checklist,10,214,0.0467,10.23
2025-10-09,technical seo guide,/blog/technical-seo-guide,11,232,0.0474,9.23
2025-10-09,technical seo checklist,/blog/technical-seo-guide,8,199,0.0402,12.03
2025-10-09,improve crawlability,/blog/technical-seo-guide,3,145,0.0207,9.55
2025-10-09,seo audit checklist,/blog/technical-seo-guide,1,81,0.0123,12.81
2025-10-09,ecommerce seo tips,/blog/ecommerce-seo-tips,3,171,0.0175,13.55
2025-10-09,seo for online store,/blog/ecommerce-seo-tips,40,186,0.2151,1.42
2025-10-09,product page seo,/blog/ecommerce-seo-tips,8,116,0.069,4.25
2025-10-09,local seo milan,/blog/local-seo-milan,4,129,0.031,10.28
2025-10-09,seo specialist milan,/blog/local-seo-milan,3,100,0.03,10.36
2025-10-09,google maps seo,/blog/local-seo-milan,4,139,0.0288,13.83
2025-10-09,seo consultant,/services/seo-consulting,3,79,0.038,11.34
2025-10-09,seo consulting services,/services/seo-consulting,2,107,0.0187,17.94
2025-10-09,freelance seo specialist,/services/seo-consulting,4,147,0.0272,8.57
2025-10-09,technical seo services,/services/technical-seo,3,46,0.0652,4.82
2025-10-09,site speed seo,/services/technical-seo,6,161,0.0373,9.52
2025-10-09,core web vitals seo,/services/technical-seo,7,123,,6.74
2025-10-09,technical seo guide,/services/technical-seo,4,155,0.0258,12.76
2025-10-09,keyword clustering,/blog/keyword-clustering,3,120,0.025,13.19
2025-10-09,seo keyword grouping,/blog/keyword-clustering,11,174,0.0632,5.21
2025-10-09,cluster keywords,/blog/keyword-clustering,4,87,0.046,7.4
2025-10-09,internal linking strategy,/blog/internal-linking-strategy,5,63,0.0794,5.18
2025-10-09,how to internal link,/blog/internal-linking-strategy,6,166,0.0361,9.99
2025-10-09,seo internal links,/blog/internal-linking-strategy,22,97,0.2268,1.36
2025-10-10,seo audit checklist,/blog/seo-audit-checklist,9,171,0.0526,6.71
2025-10-10,how to do seo audit,/blog/seo-audit-checklist,2,209,0.0096,18.99
2025-10-10,website seo audit,/blog/seo-audit-checklist,8,177,0.0452,11.94
2025-10-10,technical seo guide,/blog/technical-seo-guide,8,138,0.058,6.11
2025-10-10,technical seo checklist,/blog/technical-seo-guide,12,195,0.0615,4.39
2025-10-10,improve crawlability,/blog/technical-seo-guide,4,141,0.0284,9.31
2025-10-10,seo audit checklist,/blog/technical-seo-guide,2,232,0.0086,11.97
2025-10-10,ecommerce seo tips,/blog/ecommerce-seo-tips,3,184,0.0163,13.06
2025-10-10,seo for online store,/blog/ecommerce-seo-tips,4,126,0.0317,8.49
2025-10-10,product page seo,/blog/ecommerce-seo-tips,1,30,0.0333,13.16
2025-10-10,local seo milan,/blog/local-seo-milan,4,45,0.0889,4.26
2025-10-10,seo specialist milan,/blog/local-seo-milan,1,18,0.0556,6.86
2025-10-10,google maps seo,/blog/local-seo-milan,2,146,0.0137,12.79
2025-10-10,seo consultant,/services/seo-consulting,10,138,0.0725,4.67
2025-10-10,seo consulting services,/services/seo-consulting,5,81,0.0617,7.34
2025-10-10,freelance seo specialist,/services/seo-consulting,1,24,0.0417,8.04
2025-10-10,technical seo services,/services/technical-seo,11,223,0.0493,7.32
2025-10-10,site speed seo,/services/technical-seo,4,103,0.0388,7.67
2025-10-10,core web vitals seo,/services/technical-seo,4,120,0.0333,5.64
2025-10-10,technical seo guide,/services/technical-seo,7,163,0.0429,16.24
2025-10-10,keyword clustering,/blog/keyword-clustering,16,170,0.0941,3.25
2025-10-10,seo keyword grouping,/blog/keyword-clustering,2,67,0.0299,9.86
2025-10-10,cluster keywords,/blog/keyword-clustering,5,164,0.0305,13.32
2025-10-10,internal linking strategy,/blog/internal-linking-strategy,3,48,0.0625,5.02
2025-10-10,how to internal link,/blog/internal-linking-strategy,3,107,0.028,11.69
2025-10-10,seo internal links,/blog/internal-linking-strategy,7,186,0.0376,10.43
2025-10-11,seo audit checklist,/blog/seo-audit-checklist,3,68,0.0441,5.92
2025-10-11,how to do seo audit,/blog/seo-audit-checklist,6,261,0.023,11.66
2025-10-11,website seo audit,/blog/seo-audit-checklist,4,75,0.0533,10.3
2025-10-11,technical seo guide,/blog/technical-seo-guide,7,126,0.0556,6.59
2025-10-11,technical seo checklist,/blog/technical-seo-guide,0,138,0.0435,7.52
2025-10-11,improve crawlability,/blog/technical-seo-guide,0,19,0.0,15.85
2025-10-11,seo audit checklist,/blog/technical-seo-guide,5,235,0.0213,10.93
2025-10-11,ecommerce seo tips,/blog/ecommerce-seo-tips,6,179,0.0335,9.63
2025-10-11,seo for online store,/blog/ecommerce-seo-tips,6,82,0.0732,4.54
2025-10-11,product page seo,/blog/ecommerce-seo-tips,1,57,0.0175,8.91
2025-10-11,local seo milan,/blog/local-seo-milan,1,42,0.0238,12.09
2025-10-11,seo specialist milan,/blog/local-seo-milan,6,94,0.0638,5.73
2025-10-11,google maps seo,/blog/local-seo-milan,1,46,0.0217,20.53
2025-10-11,seo consultant,/services/seo-consulting,1,43,0.0233,11.35
2025-10-11,seo consulting services,/services/seo-consulting,5,124,0.0403,12.3
2025-10-11,freelance seo specialist,/services/seo-consulting,3,91,0.033,7.71
2025-10-11,technical seo services,/services/technical-seo,5,121,0.0413,12.96
2025-10-11,site speed seo,/services/technical-seo,2,48,0.0417,7.96
2025-10-11,core web vitals seo,/services/technical-seo,7,149,0.047,8.82
2025-10-11,technical seo guide,/services/technical-seo,36,129,0.2791,1.1
2025-10-11,keyword clustering,/blog/keyword-clustering,12,66,0.1818,1.72
2025-10-11,seo keyword grouping,/blog/keyword-clustering,1,23,0.0435,7.34
2025-10-11,cluster keywords,/blog/keyword-clustering,3,151,0.0199,10.02
2025-10-11,internal linking strategy,/blog/internal-linking-strategy,3,69,0.0435,10.77
2025-10-11,how to internal link,/blog/internal-linking-strategy,8,169,0.0473,7.36
2025-10-11,seo internal links,/blog/internal-linking-strategy,5,135,0.037,10.11
2025-10-12,seo audit checklist,/blog/seo-audit-checklist,1,59,0.0169,13.81
2025-10-12,how to do seo audit,/blog/seo-audit-checklist,1,23,0.0435,10.95
2025-10-12,website seo audit,/blog/seo-audit-checklist,7,88,0.0795,4.75
2025-10-12,technical seo guide,/blog/technical-seo-guide,3,124,0.0242,9.6
2025-10-12,technical seo checklist,/blog/technical-seo-guide,1,133,0.0075,15.51
2025-10-12,improve crawlability,/blog/technical-seo-guide,3,61,0.0492,5.01
2025-10-12,seo audit checklist,/blog/technical-seo-guide,3,102,0.0294,12.13
2025-10-12,ecommerce seo tips,/blog/ecommerce-seo-tips,2,55,0.0364,6.44
2025-10-12,seo for online store,/blog/ecommerce-seo-tips,6,163,0.0368,11.23
2025-10-12,product page seo,/blog/ecommerce-seo-tips,5,138,0.0362,10.25
2025-10-12,local seo milan,/blog/local-seo-milan,1,25,0.04,14.11
2025-10-12,seo specialist milan,/blog/local-seo-milan,1,14,0.0714,4.52
2025-10-12,google maps seo,/blog/local-seo-milan,1,98,0.0102,15.75
2025-10-12,seo consultant,/services/seo-consulting,8,57,0.1404,2.36
2025-10-12,seo consulting services,/services/seo-consulting,2,64,0.0312,16.99
2025-10-12,freelance seo specialist,/services/seo-consulting,5,162,0.0309,8.31
2025-10-12,technical seo services,/services/technical-seo,2,83,0.0241,8.6
2025-10-12,site speed seo,/services/technical-seo,2,59,0.0339,18.0
2025-10-12,core web vitals seo,/services/technical-seo,2,29,0.069,6.12
2025-10-12,technical seo guide,/services/technical-seo,3,98,0.0306,12.36
2025-10-12,keyword clustering,/blog/keyword-clustering,2,67,0.0299,13.54
2025-10-12,seo keyword grouping,/blog/keyword-clustering,1,53,0.0189,13.55
2025-10-12,cluster keywords,/blog/keyword-clustering,3,142,0.0211,11.33
2025-10-12,internal linking strategy,/blog/internal-linking-strategy,5,75,0.0667,5.88
2025-10-12,how to internal link,/blog/internal-linking-strategy,1,68,0.0147,16.44
2025-10-12,seo internal links,/blog/internal-linking-strategy,3,142,0.0211,16.4
2025-10-13,seo audit checklist,/blog/seo-audit-checklist,11,209,0.0526,6.63
2025-10-13,how to do seo audit,/blog/seo-audit-checklist,1,57,0.0175,11.24
2025-10-13,website seo audit,/blog/seo-audit-checklist,4,86,0.0465,10.68
2025-10-13,technical seo guide,/blog/technical-seo-guide,0,21,0.0,14.58
2025-10-13,technical seo checklist,/blog/technical-seo-guide,4,142,0.0282,11.18
2025-10-13,improve crawlability,/blog/technical-seo-guide,8,169,0.0473,6.67
2025-10-13,seo audit checklist,/blog/technical-seo-guide,11,195,0.0564,6.0
2025-10-13,ecommerce seo tips,/blog/ecommerce-seo-tips,0,25,0.0,12.57
2025-10-13,seo for online store,/blog/ecommerce-seo-tips,2,48,0.0417,14.98
2025-10-13,product page seo,/blog/ecommerce-seo-tips,0,19,0.0,15.1
2025-10-13,local seo milan,/blog/local-seo-milan,5,97,0.0515,6.67
2025-10-13,seo specialist milan,/blog/local-seo-milan,4,96,0.0417,12.52
2025-10-13,google maps seo,/blog/local-seo-milan,3,146,0.0205,10.47
2025-10-13,seo consultant,/services/seo-consulting,4,113,0.0354,8.52
2025-10-13,seo consulting services,/services/seo-consulting,8,177,0.0452,7.49
2025-10-13,freelance seo specialist,/services/seo-consulting,1,18,0.0556,7.78
2025-10-13,technical seo services,/services/technical-seo,8,185,0.0432,8.19
2025-10-13,site speed seo,/services/technical-seo,3,168,0.0179,10.89
2025-10-13,core web vitals seo,/services/technical-seo,1,62,0.0161,15.55
2025-10-13,technical seo guide,/services/technical-seo,13,58,0.2241,1.33
2025-10-13,keyword clustering,/blog/keyword-clustering,3,126,0.0238,11.12
2025-10-13,seo keyword grouping,/blog/keyword-clustering,2,166,0.012,15.86
2025-10-13,cluster keywords,/blog/keyword-clustering,1,107,0.0093,17.25
2025-10-13,internal linking strategy,/blog/internal-linking-strategy,4,150,0.0267,9.48
2025-10-13,how to internal link,/blog/internal-linking-strategy,8,163,0.0491,9.69
2025-10-13,seo internal links,/blog/internal-linking-strategy,2,152,0.0132,18.35
2025-10-14,seo audit checklist,/blog/seo-audit-checklist,3,74,0.0405,11.14
2025-10-14,how to do seo audit,/blog/seo-audit-checklist,8,257,,10.63
2025-10-14,website seo audit,/blog/seo-audit-checklist,4,173,0.0231,23.72
2025-10-14,technical seo guide,/blog/technical-seo-guide,4,88,0.0455,8.17
2025-10-14,technical seo checklist,/blog/technical-seo-guide,6,144,0.0417,9.04
2025-10-14,improve crawlability,/blog/technical-seo-guide,6,176,0.0341,11.12
2025-10-14,seo audit checklist,/blog/technical-seo-guide,6,206,0.0291,12.35
2025-10-14,ecommerce seo tips,/blog/ecommerce-seo-tips,4,39,0.1026,3.25
2025-10-14,seo for online store,/blog/ecommerce-seo-tips,8,140,0.0571,5.23
2025-10-14,product page seo,/blog/ecommerce-seo-tips,1,58,0.0172,11.34
2025-10-14,local seo milan,/blog/local-seo-milan,4,78,0.0513,5.63
2025-10-14,seo specialist milan,/blog/local-seo-milan,1,40,0.025,8.66
2025-10-14,google maps seo,/blog/local-seo-milan,2,38,0.0526,6.97
2025-10-14,seo consultant,/services/seo-consulting,0,24,0.0,10.05
2025-10-14,seo consulting services,/services/seo-consulting,5,167,0.0299,9.75
2025-10-14,freelance seo specialist,/services/seo-consulting,1,35,0.0286,9.39
2025-10-14,technical seo services,/services/technical-seo,2,185,0.0108,13.59
